nome_associado;sobrenome_associado;idade_associado;vlr_transacao_movimento;des_tranacao_movimento;data_movimento;numero_cartao;nome_impresso_cartao;data_criacao_cartao;tipo_conta;data_criacao_conta
Nome66;Sobrenome66;34;376.00;Pagamento Aluguel;2024-08-30 17:16:35;4000000000000661;Nome66;2025-06-26 17:16:35;F;2025-06-26 17:16:35
Nome12;Sobrenome12;30;292.00;Pagamento Aluguel;2024-11-22 17:16:35;4000000000000122;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome1;Sobrenome1;19;161.00;Compra Online;2025-04-02 17:16:35;4000000000000011;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome5;Sobrenome5;23;615.00;Restaurante;2024-01-04 17:16:35;4000000000000051;Nome5;2025-08-26 17:16:35;J;2025-08-26 17:16:35
Nome17;Sobrenome17;35;777.00;Compra Online;2023-07-26 17:16:35;4000000000000171;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome24;Sobrenome24;42;904.00;Pagamento Aluguel;2023-03-21 17:16:35;4000000000000242;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome18;Sobrenome18;36;178.00;Supermercado;2025-03-16 17:16:35;4000000000000181;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome10;Sobrenome10;28;170.00;Supermercado;2025-03-24 17:16:35;4000000000000101;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome11;Sobrenome11;29;271.00;Restaurante;2024-12-13 17:16:35;4000000000001111;Nome11;2025-05-12 17:16:35;J;2025-05-12 17:16:35
Nome67;Sobrenome67;35;677.00;Compra Online;2023-11-03 17:16:35;4000000000000671;Nome67;2025-06-25 17:16:35;J;2025-06-25 17:16:35
Nome88;Sobrenome88;56;998.00;Supermercado;2022-12-17 17:16:35;4000000000000881;Nome88;2025-06-04 17:16:35;F;2025-06-04 17:16:35
Nome9;Sobrenome9;27;289.00;Compra Online;2024-11-25 17:16:35;4000000000000092;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome70;Sobrenome70;38;830.00;Supermercado;2023-06-03 17:16:35;4000000000000701;Nome70;2025-06-22 17:16:35;F;2025-06-22 17:16:35
Nome75;Sobrenome75;43;985.00;Compra Online;2022-12-30 17:16:35;4000000000000751;Nome75;2025-06-17 17:16:35;J;2025-06-17 17:16:35
Nome81;Sobrenome81;49;91.00;Restaurante;2025-06-11 17:16:35;4000000000000811;Nome81;2025-06-11 17:16:35;J;2025-06-11 17:16:35
Nome91;Sobrenome91;59;701.00;Compra Online;2023-10-10 17:16:35;4000000000000911;Nome91;2025-06-01 17:16:35;J;2025-06-01 17:16:35
Nome19;Sobrenome19;37;579.00;Restaurante;2024-02-09 17:16:35;4000000000001191;Nome19;2025-05-04 17:16:35;J;2025-05-04 17:16:35
Nome43;Sobrenome43;61;503.00;Restaurante;2024-04-25 17:16:35;4000000000000431;Nome43;2025-07-19 17:16:35;J;2025-07-19 17:16:35
Nome4;Sobrenome4;22;314.00;Supermercado;2024-10-31 17:16:35;4000000000000041;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome77;Sobrenome77;45;537.00;Compra Online;2024-03-22 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome50;Sobrenome50;18;510.00;Supermercado;2024-04-18 17:16:35;4000000000000501;Nome50;2025-07-12 17:16:35;F;2025-07-12 17:16:35
Nome34;Sobrenome34;52;344.00;Pagamento Aluguel;2024-10-01 17:16:35;4000000000000341;Nome34;2025-07-28 17:16:35;F;2025-07-28 17:16:35
Nome81;Sobrenome81;49;541.00;Compra Online;2024-03-18 17:16:35;4000000000000811;Nome81;2025-06-11 17:16:35;J;2025-06-11 17:16:35
Nome28;Sobrenome28;46;488.00;Pagamento Aluguel;2024-05-10 17:16:35;4000000000000281;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome47;Sobrenome47;65;357.00;Compra Online;2024-09-18 17:16:35;4000000000000471;Nome47;2025-07-15 17:16:35;J;2025-07-15 17:16:35
Nome23;Sobrenome23;41;453.00;Compra Online;2024-06-14 17:16:35;4000000000000232;Nome23;2025-08-08 17:16:35;J;2025-08-08 17:16:35
Nome42;Sobrenome42;60;352.00;Pagamento Aluguel;2024-09-23 17:16:35;4000000000000421;Nome42;2025-07-20 17:16:35;F;2025-07-20 17:16:35
Nome2;Sobrenome2;20;112.00;Pagamento Aluguel;2025-05-21 17:16:35;4000000000001021;Nome2;2025-05-21 17:16:35;F;2025-05-21 17:16:35
Nome3;Sobrenome3;21;613.00;Compra Online;2024-01-06 17:16:35;4000000000000031;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome61;Sobrenome61;29;71.00;Restaurante;2025-07-01 17:16:35;4000000000000611;Nome61;2025-07-01 17:16:35;J;2025-07-01 17:16:35
Nome9;Sobrenome9;27;869.00;Compra Online;2023-04-25 17:16:35;4000000000001091;Nome9;2025-05-14 17:16:35;J;2025-05-14 17:16:35
Nome77;Sobrenome77;45;237.00;Compra Online;2025-01-16 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome80;Sobrenome80;48;240.00;Pagamento Aluguel;2025-01-13 17:16:35;4000000000000801;Nome80;2025-06-12 17:16:35;F;2025-06-12 17:16:35
Nome99;Sobrenome99;67;859.00;Restaurante;2023-05-05 17:16:35;4000000000000991;Nome99;2025-05-24 17:16:35;J;2025-05-24 17:16:35
Nome18;Sobrenome18;36;278.00;Supermercado;2024-12-06 17:16:35;4000000000001181;Nome18;2025-05-05 17:16:35;F;2025-05-05 17:16:35
Nome53;Sobrenome53;21;963.00;Restaurante;2023-01-21 17:16:35;4000000000000531;Nome53;2025-07-09 17:16:35;J;2025-07-09 17:16:35
Nome1;Sobrenome1;19;911.00;Restaurante;2023-03-14 17:16:35;4000000000000011;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome3;Sobrenome3;21;413.00;Compra Online;2024-07-24 17:16:35;4000000000001031;Nome3;2025-05-20 17:16:35;J;2025-05-20 17:16:35
Nome19;Sobrenome19;37;29.00;Compra Online;2025-08-12 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome43;Sobrenome43;61;803.00;Restaurante;2023-06-30 17:16:35;4000000000000431;Nome43;2025-07-19 17:16:35;J;2025-07-19 17:16:35
Nome55;Sobrenome55;23;515.00;Restaurante;2024-04-13 17:16:35;4000000000000551;Nome55;2025-07-07 17:16:35;J;2025-07-07 17:16:35
Nome21;Sobrenome21;39;151.00;Restaurante;2025-04-12 17:16:35;4000000000000212;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome74;Sobrenome74;42;234.00;Supermercado;2025-01-19 17:16:35;4000000000000741;Nome74;2025-06-18 17:16:35;F;2025-06-18 17:16:35
Nome74;Sobrenome74;42;984.00;Pagamento Aluguel;2022-12-31 17:16:35;4000000000000741;Nome74;2025-06-18 17:16:35;F;2025-06-18 17:16:35
Nome78;Sobrenome78;46;988.00;Pagamento Aluguel;2022-12-27 17:16:35;4000000000000781;Nome78;2025-06-14 17:16:35;F;2025-06-14 17:16:35
Nome54;Sobrenome54;22;964.00;Pagamento Aluguel;2023-01-20 17:16:35;4000000000000541;Nome54;2025-07-08 17:16:35;F;2025-07-08 17:16:35
Nome43;Sobrenome43;61;203.00;Restaurante;2025-02-19 17:16:35;4000000000000431;Nome43;2025-07-19 17:16:35;J;2025-07-19 17:16:35
Nome25;Sobrenome25;43;305.00;Compra Online;2024-11-09 17:16:35;4000000000000252;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome73;Sobrenome73;41;833.00;Compra Online;2023-05-31 17:16:35;4000000000000731;Nome73;2025-06-19 17:16:35;J;2025-06-19 17:16:35
Nome95;Sobrenome95;63;255.00;Restaurante;2024-12-29 17:16:35;4000000000000951;Nome95;2025-05-28 17:16:35;J;2025-05-28 17:16:35
Nome79;Sobrenome79;47;239.00;Restaurante;2025-01-14 17:16:35;4000000000000791;Nome79;2025-06-13 17:16:35;J;2025-06-13 17:16:35
Nome53;Sobrenome53;21;363.00;Restaurante;2024-09-12 17:16:35;4000000000000531;Nome53;2025-07-09 17:16:35;J;2025-07-09 17:16:35
Nome28;Sobrenome28;46;758.00;Supermercado;2023-08-14 17:16:35;4000000000000282;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome4;Sobrenome4;22;134.00;Supermercado;2025-04-29 17:16:35;4000000000000042;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome55;Sobrenome55;23;365.00;Compra Online;2024-09-10 17:16:35;4000000000000551;Nome55;2025-07-07 17:16:35;J;2025-07-07 17:16:35
Nome10;Sobrenome10;28;770.00;Supermercado;2023-08-02 17:16:35;4000000000000101;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome21;Sobrenome21;39;301.00;Compra Online;2024-11-13 17:16:35;4000000000000212;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome90;Sobrenome90;58;1000.00;Pagamento Aluguel;2022-12-15 17:16:35;4000000000000901;Nome90;2025-06-02 17:16:35;F;2025-06-02 17:16:35
Nome67;Sobrenome67;35;77.00;Compra Online;2025-06-25 17:16:35;4000000000000671;Nome67;2025-06-25 17:16:35;J;2025-06-25 17:16:35
Nome52;Sobrenome52;20;962.00;Supermercado;2023-01-22 17:16:35;4000000000000521;Nome52;2025-07-10 17:16:35;F;2025-07-10 17:16:35
Nome8;Sobrenome8;26;118.00;Supermercado;2025-05-15 17:16:35;4000000000001081;Nome8;2025-05-15 17:16:35;F;2025-05-15 17:16:35
Nome8;Sobrenome8;26;768.00;Pagamento Aluguel;2023-08-04 17:16:35;4000000000000081;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome70;Sobrenome70;38;380.00;Pagamento Aluguel;2024-08-26 17:16:35;4000000000000701;Nome70;2025-06-22 17:16:35;F;2025-06-22 17:16:35
Nome44;Sobrenome44;62;354.00;Supermercado;2024-09-21 17:16:35;4000000000000441;Nome44;2025-07-18 17:16:35;F;2025-07-18 17:16:35
Nome13;Sobrenome13;31;473.00;Compra Online;2024-05-25 17:16:35;4000000000000131;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome9;Sobrenome9;27;589.00;Compra Online;2024-01-30 17:16:35;4000000000000092;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome63;Sobrenome63;31;823.00;Restaurante;2023-06-10 17:16:35;4000000000000631;Nome63;2025-06-29 17:16:35;J;2025-06-29 17:16:35
Nome62;Sobrenome62;30;822.00;Supermercado;2023-06-11 17:16:35;4000000000000621;Nome62;2025-06-30 17:16:35;F;2025-06-30 17:16:35
Nome67;Sobrenome67;35;227.00;Restaurante;2025-01-26 17:16:35;4000000000000671;Nome67;2025-06-25 17:16:35;J;2025-06-25 17:16:35
Nome17;Sobrenome17;35;747.00;Restaurante;2023-08-25 17:16:35;4000000000000172;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome63;Sobrenome63;31;223.00;Restaurante;2025-01-30 17:16:35;4000000000000631;Nome63;2025-06-29 17:16:35;J;2025-06-29 17:16:35
Nome14;Sobrenome14;32;744.00;Pagamento Aluguel;2023-08-28 17:16:35;4000000000000142;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome16;Sobrenome16;34;596.00;Pagamento Aluguel;2024-01-23 17:16:35;4000000000000162;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome32;Sobrenome32;50;792.00;Pagamento Aluguel;2023-07-11 17:16:35;4000000000000321;Nome32;2025-07-30 17:16:35;F;2025-07-30 17:16:35
Nome33;Sobrenome33;51;343.00;Restaurante;2024-10-02 17:16:35;4000000000000331;Nome33;2025-07-29 17:16:35;J;2025-07-29 17:16:35
Nome34;Sobrenome34;52;794.00;Supermercado;2023-07-09 17:16:35;4000000000000341;Nome34;2025-07-28 17:16:35;F;2025-07-28 17:16:35
Nome86;Sobrenome86;54;846.00;Supermercado;2023-05-18 17:16:35;4000000000000861;Nome86;2025-06-06 17:16:35;F;2025-06-06 17:16:35
Nome15;Sobrenome15;33;725.00;Compra Online;2023-09-16 17:16:35;4000000000001151;Nome15;2025-05-08 17:16:35;J;2025-05-08 17:16:35
Nome9;Sobrenome9;27;769.00;Compra Online;2023-08-03 17:16:35;4000000000000091;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome56;Sobrenome56;24;666.00;Supermercado;2023-11-14 17:16:35;4000000000000561;Nome56;2025-07-06 17:16:35;F;2025-07-06 17:16:35
Nome74;Sobrenome74;42;84.00;Pagamento Aluguel;2025-06-18 17:16:35;4000000000000741;Nome74;2025-06-18 17:16:35;F;2025-06-18 17:16:35
Nome12;Sobrenome12;30;442.00;Supermercado;2024-06-25 17:16:35;4000000000000122;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome12;Sobrenome12;30;572.00;Pagamento Aluguel;2024-02-16 17:16:35;4000000000001121;Nome12;2025-05-11 17:16:35;F;2025-05-11 17:16:35
Nome22;Sobrenome22;40;902.00;Supermercado;2023-03-23 17:16:35;4000000000000222;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome16;Sobrenome16;34;726.00;Supermercado;2023-09-15 17:16:35;4000000000001161;Nome16;2025-05-07 17:16:35;F;2025-05-07 17:16:35
Nome54;Sobrenome54;22;664.00;Pagamento Aluguel;2023-11-16 17:16:35;4000000000000541;Nome54;2025-07-08 17:16:35;F;2025-07-08 17:16:35
Nome19;Sobrenome19;37;129.00;Compra Online;2025-05-04 17:16:35;4000000000001191;Nome19;2025-05-04 17:16:35;J;2025-05-04 17:16:35
Nome4;Sobrenome4;22;864.00;Pagamento Aluguel;2023-04-30 17:16:35;4000000000001041;Nome4;2025-05-19 17:16:35;F;2025-05-19 17:16:35
Nome8;Sobrenome8;26;738.00;Supermercado;2023-09-03 17:16:35;4000000000000082;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome100;Sobrenome100;18;110.00;Supermercado;2025-05-23 17:16:35;4000000000001001;Nome100;2025-05-23 17:16:35;F;2025-05-23 17:16:35
Nome42;Sobrenome42;60;202.00;Supermercado;2025-02-20 17:16:35;4000000000000421;Nome42;2025-07-20 17:16:35;F;2025-07-20 17:16:35
Nome46;Sobrenome46;64;56.00;Pagamento Aluguel;2025-07-16 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
Nome22;Sobrenome22;40;632.00;Pagamento Aluguel;2023-12-18 17:16:35;4000000000000221;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome86;Sobrenome86;54;996.00;Pagamento Aluguel;2022-12-19 17:16:35;4000000000000861;Nome86;2025-06-06 17:16:35;F;2025-06-06 17:16:35
Nome48;Sobrenome48;66;658.00;Supermercado;2023-11-22 17:16:35;4000000000000481;Nome48;2025-07-14 17:16:35;F;2025-07-14 17:16:35
Nome15;Sobrenome15;33;775.00;Restaurante;2023-07-28 17:16:35;4000000000000151;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome17;Sobrenome17;35;897.00;Compra Online;2023-03-28 17:16:35;4000000000000172;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome39;Sobrenome39;57;499.00;Restaurante;2024-04-29 17:16:35;4000000000000391;Nome39;2025-07-23 17:16:35;J;2025-07-23 17:16:35
Nome51;Sobrenome51;19;961.00;Compra Online;2023-01-23 17:16:35;4000000000000511;Nome51;2025-07-11 17:16:35;J;2025-07-11 17:16:35
Nome19;Sobrenome19;37;179.00;Restaurante;2025-03-15 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome15;Sobrenome15;33;275.00;Restaurante;2024-12-09 17:16:35;4000000000001151;Nome15;2025-05-08 17:16:35;J;2025-05-08 17:16:35
Nome9;Sobrenome9;27;139.00;Restaurante;2025-04-24 17:16:35;4000000000000092;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome11;Sobrenome11;29;571.00;Restaurante;2024-02-17 17:16:35;4000000000001111;Nome11;2025-05-12 17:16:35;J;2025-05-12 17:16:35
Nome18;Sobrenome18;36;928.00;Pagamento Aluguel;2023-02-25 17:16:35;4000000000000181;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome85;Sobrenome85;53;95.00;Restaurante;2025-06-07 17:16:35;4000000000000851;Nome85;2025-06-07 17:16:35;J;2025-06-07 17:16:35
Nome26;Sobrenome26;44;906.00;Supermercado;2023-03-19 17:16:35;4000000000000262;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome27;Sobrenome27;45;457.00;Compra Online;2024-06-10 17:16:35;4000000000000272;Nome27;2025-08-04 17:16:35;J;2025-08-04 17:16:35
Nome61;Sobrenome61;29;371.00;Restaurante;2024-09-04 17:16:35;4000000000000611;Nome61;2025-07-01 17:16:35;J;2025-07-01 17:16:35
Nome61;Sobrenome61;29;971.00;Restaurante;2023-01-13 17:16:35;4000000000000611;Nome61;2025-07-01 17:16:35;J;2025-07-01 17:16:35
Nome7;Sobrenome7;25;437.00;Compra Online;2024-06-30 17:16:35;4000000000000072;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome82;Sobrenome82;50;92.00;Pagamento Aluguel;2025-06-10 17:16:35;4000000000000821;Nome82;2025-06-10 17:16:35;F;2025-06-10 17:16:35
Nome29;Sobrenome29;47;489.00;Compra Online;2024-05-09 17:16:35;4000000000000291;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome21;Sobrenome21;39;781.00;Compra Online;2023-07-22 17:16:35;4000000000000211;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome58;Sobrenome58;26;968.00;Pagamento Aluguel;2023-01-16 17:16:35;4000000000000581;Nome58;2025-07-04 17:16:35;F;2025-07-04 17:16:35
Nome33;Sobrenome33;51;493.00;Compra Online;2024-05-05 17:16:35;4000000000000331;Nome33;2025-07-29 17:16:35;J;2025-07-29 17:16:35
Nome14;Sobrenome14;32;724.00;Pagamento Aluguel;2023-09-17 17:16:35;4000000000001141;Nome14;2025-05-09 17:16:35;F;2025-05-09 17:16:35
Nome91;Sobrenome91;59;1001.00;Compra Online;2022-12-14 17:16:35;4000000000000911;Nome91;2025-06-01 17:16:35;J;2025-06-01 17:16:35
Nome9;Sobrenome9;27;619.00;Restaurante;2023-12-31 17:16:35;4000000000000091;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome21;Sobrenome21;39;631.00;Restaurante;2023-12-19 17:16:35;4000000000000211;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome6;Sobrenome6;24;166.00;Supermercado;2025-03-28 17:16:35;4000000000000061;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome17;Sobrenome17;35;127.00;Restaurante;2025-05-06 17:16:35;4000000000001171;Nome17;2025-05-06 17:16:35;J;2025-05-06 17:16:35
Nome17;Sobrenome17;35;297.00;Compra Online;2024-11-17 17:16:35;4000000000000172;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome51;Sobrenome51;19;511.00;Restaurante;2024-04-17 17:16:35;4000000000000511;Nome51;2025-07-11 17:16:35;J;2025-07-11 17:16:35
Nome77;Sobrenome77;45;87.00;Restaurante;2025-06-15 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome50;Sobrenome50;18;60.00;Pagamento Aluguel;2025-07-12 17:16:35;4000000000000501;Nome50;2025-07-12 17:16:35;F;2025-07-12 17:16:35
Nome96;Sobrenome96;64;106.00;Supermercado;2025-05-27 17:16:35;4000000000000961;Nome96;2025-05-27 17:16:35;F;2025-05-27 17:16:35
Nome41;Sobrenome41;59;801.00;Compra Online;2023-07-02 17:16:35;4000000000000411;Nome41;2025-07-21 17:16:35;J;2025-07-21 17:16:35
Nome87;Sobrenome87;55;247.00;Restaurante;2025-01-06 17:16:35;4000000000000871;Nome87;2025-06-05 17:16:35;J;2025-06-05 17:16:35
Nome62;Sobrenome62;30;672.00;Pagamento Aluguel;2023-11-08 17:16:35;4000000000000621;Nome62;2025-06-30 17:16:35;F;2025-06-30 17:16:35
Nome98;Sobrenome98;66;858.00;Supermercado;2023-05-06 17:16:35;4000000000000981;Nome98;2025-05-25 17:16:35;F;2025-05-25 17:16:35
Nome93;Sobrenome93;61;403.00;Restaurante;2024-08-03 17:16:35;4000000000000931;Nome93;2025-05-30 17:16:35;J;2025-05-30 17:16:35
Nome6;Sobrenome6;24;416.00;Pagamento Aluguel;2024-07-21 17:16:35;4000000000001061;Nome6;2025-05-17 17:16:35;F;2025-05-17 17:16:35
Nome19;Sobrenome19;37;629.00;Compra Online;2023-12-21 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome49;Sobrenome49;67;209.00;Compra Online;2025-02-13 17:16:35;4000000000000491;Nome49;2025-07-13 17:16:35;J;2025-07-13 17:16:35
Nome6;Sobrenome6;24;466.00;Supermercado;2024-06-01 17:16:35;4000000000000061;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome96;Sobrenome96;64;706.00;Supermercado;2023-10-05 17:16:35;4000000000000961;Nome96;2025-05-27 17:16:35;F;2025-05-27 17:16:35
Nome96;Sobrenome96;64;1006.00;Supermercado;2022-12-09 17:16:35;4000000000000961;Nome96;2025-05-27 17:16:35;F;2025-05-27 17:16:35
Nome17;Sobrenome17;35;627.00;Restaurante;2023-12-23 17:16:35;4000000000000171;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome17;Sobrenome17;35;927.00;Restaurante;2023-02-26 17:16:35;4000000000000171;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome25;Sobrenome25;43;785.00;Compra Online;2023-07-18 17:16:35;4000000000000251;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome83;Sobrenome83;51;843.00;Restaurante;2023-05-21 17:16:35;4000000000000831;Nome83;2025-06-09 17:16:35;J;2025-06-09 17:16:35
Nome99;Sobrenome99;67;409.00;Compra Online;2024-07-28 17:16:35;4000000000000991;Nome99;2025-05-24 17:16:35;J;2025-05-24 17:16:35
Nome11;Sobrenome11;29;921.00;Compra Online;2023-03-04 17:16:35;4000000000000111;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome42;Sobrenome42;60;502.00;Supermercado;2024-04-26 17:16:35;4000000000000421;Nome42;2025-07-20 17:16:35;F;2025-07-20 17:16:35
Nome9;Sobrenome9;27;119.00;Restaurante;2025-05-14 17:16:35;4000000000001091;Nome9;2025-05-14 17:16:35;J;2025-05-14 17:16:35
Nome59;Sobrenome59;27;519.00;Restaurante;2024-04-09 17:16:35;4000000000000591;Nome59;2025-07-03 17:16:35;J;2025-07-03 17:16:35
Nome44;Sobrenome44;62;504.00;Pagamento Aluguel;2024-04-24 17:16:35;4000000000000441;Nome44;2025-07-18 17:16:35;F;2025-07-18 17:16:35
Nome24;Sobrenome24;42;634.00;Supermercado;2023-12-16 17:16:35;4000000000000241;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome32;Sobrenome32;50;342.00;Supermercado;2024-10-03 17:16:35;4000000000000321;Nome32;2025-07-30 17:16:35;F;2025-07-30 17:16:35
Nome36;Sobrenome36;54;496.00;Pagamento Aluguel;2024-05-02 17:16:35;4000000000000361;Nome36;2025-07-26 17:16:35;F;2025-07-26 17:16:35
Nome47;Sobrenome47;65;507.00;Restaurante;2024-04-21 17:16:35;4000000000000471;Nome47;2025-07-15 17:16:35;J;2025-07-15 17:16:35
Nome6;Sobrenome6;24;116.00;Pagamento Aluguel;2025-05-17 17:16:35;4000000000001061;Nome6;2025-05-17 17:16:35;F;2025-05-17 17:16:35
Nome45;Sobrenome45;63;55.00;Restaurante;2025-07-17 17:16:35;4000000000000451;Nome45;2025-07-17 17:16:35;J;2025-07-17 17:16:35
Nome60;Sobrenome60;28;70.00;Supermercado;2025-07-02 17:16:35;4000000000000601;Nome60;2025-07-02 17:16:35;F;2025-07-02 17:16:35
Nome58;Sobrenome58;26;818.00;Supermercado;2023-06-15 17:16:35;4000000000000581;Nome58;2025-07-04 17:16:35;F;2025-07-04 17:16:35
Nome11;Sobrenome11;29;421.00;Compra Online;2024-07-16 17:16:35;4000000000001111;Nome11;2025-05-12 17:16:35;J;2025-05-12 17:16:35
Nome71;Sobrenome71;39;531.00;Restaurante;2024-03-28 17:16:35;4000000000000711;Nome71;2025-06-21 17:16:35;J;2025-06-21 17:16:35
Nome14;Sobrenome14;32;574.00;Supermercado;2024-02-14 17:16:35;4000000000001141;Nome14;2025-05-09 17:16:35;F;2025-05-09 17:16:35
Nome3;Sobrenome3;21;313.00;Compra Online;2024-11-01 17:16:35;4000000000000031;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome19;Sobrenome19;37;779.00;Restaurante;2023-07-24 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome51;Sobrenome51;19;811.00;Restaurante;2023-06-22 17:16:35;4000000000000511;Nome51;2025-07-11 17:16:35;J;2025-07-11 17:16:35
Nome38;Sobrenome38;56;348.00;Pagamento Aluguel;2024-09-27 17:16:35;4000000000000381;Nome38;2025-07-24 17:16:35;F;2025-07-24 17:16:35
Nome32;Sobrenome32;50;42.00;Supermercado;2025-07-30 17:16:35;4000000000000321;Nome32;2025-07-30 17:16:35;F;2025-07-30 17:16:35
Nome33;Sobrenome33;51;943.00;Restaurante;2023-02-10 17:16:35;4000000000000331;Nome33;2025-07-29 17:16:35;J;2025-07-29 17:16:35
Nome17;Sobrenome17;35;577.00;Compra Online;2024-02-11 17:16:35;4000000000001171;Nome17;2025-05-06 17:16:35;J;2025-05-06 17:16:35
Nome69;Sobrenome69;37;229.00;Compra Online;2025-01-24 17:16:35;4000000000000691;Nome69;2025-06-23 17:16:35;J;2025-06-23 17:16:35
Nome38;Sobrenome38;56;648.00;Pagamento Aluguel;2023-12-02 17:16:35;4000000000000381;Nome38;2025-07-24 17:16:35;F;2025-07-24 17:16:35
Nome99;Sobrenome99;67;1009.00;Compra Online;2022-12-06 17:16:35;4000000000000991;Nome99;2025-05-24 17:16:35;J;2025-05-24 17:16:35
Nome5;Sobrenome5;23;735.00;Restaurante;2023-09-06 17:16:35;4000000000000052;Nome5;2025-08-26 17:16:35;J;2025-08-26 17:16:35
Nome24;Sobrenome24;42;184.00;Pagamento Aluguel;2025-03-10 17:16:35;4000000000000241;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome29;Sobrenome29;47;309.00;Compra Online;2024-11-05 17:16:35;4000000000000292;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome75;Sobrenome75;43;535.00;Restaurante;2024-03-24 17:16:35;4000000000000751;Nome75;2025-06-17 17:16:35;J;2025-06-17 17:16:35
Nome67;Sobrenome67;35;827.00;Restaurante;2023-06-06 17:16:35;4000000000000671;Nome67;2025-06-25 17:16:35;J;2025-06-25 17:16:35
Nome26;Sobrenome26;44;936.00;Pagamento Aluguel;2023-02-17 17:16:35;4000000000000261;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome12;Sobrenome12;30;742.00;Supermercado;2023-08-30 17:16:35;4000000000000122;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
